Title,Company,Position,Deadline,Employment Type,Salary,Work Location,Grade,Stack,Link
GNSS/GPS (위성항법) 솔루션 개발자,피피솔,소프트웨어,상시,,,"서울 금천구 서부샛길 606, B동 2311호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['Python', 'MATLAB', 'GitHub', 'Git', 'Docker', 'RDB', 'C', 'C++', 'Slack']",https://www.jumpit.co.kr/position/1700
SAP PP / PM / QM 담당자 채용,대상정보기술,소프트웨어,상시,,,"서울시 광진구 천호대로549 지타워 8층, 9층
지도보기·주소복사","대학졸업(2,3년) 이상","['SAP', 'ABAP', 'ERP', 'SW']",https://www.jumpit.co.kr/position/13014
SAP HR 담당자 채용,대상정보기술,소프트웨어,상시,,,"서울시 광진구 천호대로549 지타워 8층, 9층
지도보기·주소복사","대학졸업(2,3년) 이상","['SAP', 'ABAP', 'SW', 'ERP']",https://www.jumpit.co.kr/position/13075
SAP SRM 시스템 담당자 채용,대상정보기술,소프트웨어,상시,,,"서울시 광진구 천호대로549 지타워 8층, 9층
지도보기·주소복사","대학졸업(2,3년) 이상","['SAP', 'ABAP', 'SW']",https://www.jumpit.co.kr/position/13015
AMR Software Engineer,시스콘,소프트웨어,상시,,,"인천광역시 서구 로봇랜드로 155-30, 로봇R&D센터 4층
지도보기·주소복사",대학교졸업(4년) 이상,"['ROS', 'AI/인공지능', 'Linux', 'Docker', 'OpenCV', 'Python', 'C++', 'SW']",https://www.jumpit.co.kr/position/11838
SAP MM 담당자 채용,대상정보기술,소프트웨어,상시,,,"서울시 광진구 천호대로549 지타워 8층, 9층
지도보기·주소복사","대학졸업(2,3년) 이상","['SAP', 'ABAP', 'ERP', 'SW']",https://www.jumpit.co.kr/position/13013
[로봇스타트업] 로봇 소프트웨어 엔지니어,테솔로,소프트웨어,상시,,,"인천 연수구 컨벤시아대로 165, 26층 브이454
지도보기·주소복사",대학교졸업(4년) 이상,['SW'],https://www.jumpit.co.kr/position/16658
머신비전 SW 개발자,신룡,소프트웨어,상시,,,"경기도 화성시 동탄첨단산업1로 27, 동탄금강펜테리움IX타워
지도보기·주소복사",대학교졸업(4년) 이상,"['Mfc', 'C++', 'OpenCV', 'SW', 'Windows', 'Visual Studio']",https://www.jumpit.co.kr/position/6589
[루미르] Embedded Software 개발,루미르,소프트웨어,상시,,,"경기도 용인시 수지구 신수로 767, A동 1103호
지도보기·주소복사",대학교졸업(4년) 이상,"['C++', 'Embedded', 'C', 'Mfc', 'Java', 'Python', 'C#']",https://www.jumpit.co.kr/position/1251
솔루션 연구개발 인재 모집,씨에이에스,소프트웨어,상시,,,"서울시 금천구 가산디지털1로 168, C동 1106호, 1206호
지도보기·주소복사",무관,"['Spring Framework', 'Java', 'JSP', 'JavaScript', 'jQuery', 'Oracle', 'MSSQL', 'MariaDB']",https://www.jumpit.co.kr/position/10922
"신입 화이트박스 크립토그래피 개발자(C,C++)",잉카엔트웍스,소프트웨어,상시,,,"서울시 강남구 논현로 608 덕수빌딩 1층
지도보기·주소복사","대학졸업(2,3년) 이상","['C', 'C++', 'Java']",https://www.jumpit.co.kr/position/16576
자율주행 로봇 Motion Control 개발자,에스티피씨,소프트웨어,상시,,,"경기도 성남시 분당구 구미동 로드랜드이지타워 108호
지도보기·주소복사",대학교졸업(4년) 이상,"['C++', 'ROS', 'Python', 'C', 'Linux', 'SW']",https://www.jumpit.co.kr/position/14482
DATA 수집 라벨링 Training 전문가,앤씨앤,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,"['Python', 'C', 'DeepLearning', 'MachineLearning']",https://www.jumpit.co.kr/position/6510
응용 소프트웨어 개발자,앤씨앤,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,"['Python', 'C', 'C++']",https://www.jumpit.co.kr/position/14766
[스마트빌] ABAP개발자 모집,비즈니스온커뮤니케이션,소프트웨어,상시,,,"서울시 강남구 학동로230(5층,6층,7층)
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['ABAP', 'MySQL', 'SW']",https://www.jumpit.co.kr/position/16592
network SW 솔루션 기술지원,케이엠에스테크놀로지,소프트웨어,상시,,,"서울 강남구 언주로 337, 6층
지도보기·주소복사","대학졸업(2,3년) 이상","['Network', 'C', 'C++', 'SW']",https://www.jumpit.co.kr/position/14437
솔루션개발팀 개발자 채용,직스테크놀로지,소프트웨어,상시,,,"서울특별시 강남구 도산대로4길 13 (논현동, 대기빌딩 3층)
지도보기·주소복사","대학졸업(2,3년) 이상","['c#', 'c++']",https://www.jumpit.co.kr/position/15317
응용프로그램 개발자,케이씨이아이,소프트웨어,상시,,,"서울 구로구 디지털로32길 30, 15층 / 대전 유성구 북유성대로303 6층
지도보기·주소복사",대학교졸업(4년) 이상,"['C#', 'C++', 'Linux', 'RDB']",https://www.jumpit.co.kr/position/1312
"[신규프로젝트팀] 선행 연구 개발 (SW), 비전 장비 개발",엔클로니,소프트웨어,상시,,,"서울 구로구 디지털로 243, 19층 1901호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['C++', 'C#', 'SW', 'CUDA']",https://www.jumpit.co.kr/position/11734
장비 운용 SW 개발자,아이디알시스템,소프트웨어,상시,,,"대구 달서구 달서대로85길 31 나동 204호
지도보기·주소복사",무관,"['C#', 'C++', 'C', 'MySQL', 'MSSQL', 'SQL']",https://www.jumpit.co.kr/position/16933
RPA 담당자,팀프레시,소프트웨어,상시,,,"서울시 강남구 봉은사로37길 7-9
지도보기·주소복사",무관,['rpa'],https://www.jumpit.co.kr/position/16613
SW 개발자,라온시스템즈,소프트웨어,상시,,,"경기 군포시 고산로148번길 17, B동 1303호,1304호,1305호 B동 1303호
지도보기·주소복사","대학졸업(2,3년) 이상","['C++', 'C#', 'Mfc', 'DB', 'WPF', 'SW', 'Network', 'SQL']",https://www.jumpit.co.kr/position/15668
SW/임베디드 정규직 채용,네오티스,소프트웨어,상시,,,"경기도 안성시 죽산면 용대길 38-9
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'HW', 'Embedded', 'SW']",https://www.jumpit.co.kr/position/13832
SW 개발자 (신입/경력),백금티앤에이,소프트웨어,상시,,,"경기 군포시 엘에스로 153-18, L&C타워 5,6층
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'Python', 'AWS', 'Embedded', 'Linux', 'SW', 'iOS', 'OpenCV', 'FW']",https://www.jumpit.co.kr/position/6966
SW개발 신입/경력 모집,비앤에프테크놀로지,소프트웨어,상시,,,"대전 유성구 테크노2로 170-10
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['C++', 'SW', 'Windows', 'Linux']",https://www.jumpit.co.kr/position/7031
RPA(업무자동화) 스크립트 신입 개발자 모십니다.,하이퍼정보,소프트웨어,상시,,,"서울특별시 강남구 논현로 34, 5층
지도보기·주소복사",무관,"['RPA', 'Java', 'JavaScript', 'C#']",https://www.jumpit.co.kr/position/12406
동영상 비식별 소프트웨어 개발자,펜타시큐리티시스템,소프트웨어,상시,,,"서울특별시 영등포구 여의공원로 115, 세우빌딩 8층/9층
지도보기·주소복사",무관,"['PyTorch', 'Python', 'OpenCV', 'Git', 'Mantis', 'Slack', 'Gerrit Code Review', 'GitLab', 'Jenkins', 'Selenium']",https://www.jumpit.co.kr/position/16941
Lua C++ 응용프로그램 운용,엠코프,소프트웨어,상시,,,"서울 강동구 구천면로 153, 2층 201호
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['C++', 'Lua', 'BigData', 'C#']",https://www.jumpit.co.kr/position/12640
응용 소프트웨어 개발자,한국타피,소프트웨어,상시,,,"(28170) 충북 청주시 흥덕구 강내면 청주역로 188-4
지도보기·주소복사","대학졸업(2,3년) 이상","['C#', 'Delphi', 'Java', 'C++', 'Windows', 'Android OS', 'iOS', 'SW']",https://www.jumpit.co.kr/position/8875
[인텔리안테크] Application S/W 개발,인텔리안테크놀로지스,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 344, 5층
지도보기·주소복사",대학교졸업(4년) 이상,"['Embedded Linux', 'C', 'C++', 'TCP/IP', 'Shell', 'HTML5', 'JsonAPI', 'SW', 'REST API']",https://www.jumpit.co.kr/position/12128
3D 비전 Researcher 모집,앤씨앤,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,"['Python', 'C', 'C++', 'ROS', 'Git', 'Docker']",https://www.jumpit.co.kr/position/14759
자율주행 제어 엔지니어 모집,앤씨앤,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,"['Python', 'C', 'C++']",https://www.jumpit.co.kr/position/14764
펌웨어 개발자,휴네이트,소프트웨어,상시,,,"경기도 안양시 동안구 시민대로 401, 대륭테크노타운15차 1402
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['SW', 'FW', 'C']",https://www.jumpit.co.kr/position/13720
Software Quality Assurance (신입 가능),네비웍스,소프트웨어,상시,,,"경기도 안양시 동안구 부림로170번길 41-18
지도보기·주소복사",무관,"['SW', 'GitLab']",https://www.jumpit.co.kr/position/16728
Surround View 개발자 모집,앤씨앤,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,"['SW', 'C', 'C++', 'Qt', 'OpenGL']",https://www.jumpit.co.kr/position/14753
[카메라 개발] 영상 튜닝 개발자 모집,앤씨앤,소프트웨어,상시,,,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층
지도보기·주소복사",대학교졸업(4년) 이상,['SW'],https://www.jumpit.co.kr/position/14763
자동화 시스템 및 로봇제어 소프트웨어 개발,비전세미콘,소프트웨어,상시,,,"세종특별자치시 집현중앙4로 79 (집현동)
지도보기·주소복사",무관,"['C++', 'SW']",https://www.jumpit.co.kr/position/7992
[핵심기술연구소] Automotive Vehicle SW - BSP 개발자 채용(신입 가능),라닉스,소프트웨어,상시,,,"서울 강남구 언주로135길 25
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'Git', 'Linux', 'Embedded', 'Network']",https://www.jumpit.co.kr/position/9060
응용 SW 개발,바텍,소프트웨어,상시,,,"경기도 화성시 삼성1로2길 13
지도보기·주소복사",무관,"['SW', 'Windows', 'Mfc', 'Qt', 'OpenGL']",https://www.jumpit.co.kr/position/15891
서비스 로봇 시스템 SW 개발자,클로봇,소프트웨어,상시,,,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)
지도보기·주소복사",대학교졸업(4년) 이상,"['ROS', 'Linux', 'SW']",https://www.jumpit.co.kr/position/16603
안티리버싱 응용 프로그램 개발자 신입/경력 채용,쿤텍,소프트웨어,상시,,,"경기 성남시 수정구 창업로 54, LH기업성장센터 나동 232호
지도보기·주소복사",무관,"['C', 'C++', 'SW']",https://www.jumpit.co.kr/position/16096
[연구실험장비] 소프트웨어 개발자 (응용 소프트웨어),제이오텍,소프트웨어,상시,,,"대전광역시 유성구 테크노2로 153
지도보기·주소복사",대학교졸업(4년) 이상,"['SW', 'Mfc', 'C#', 'TCP/IP']",https://www.jumpit.co.kr/position/16581
로봇 자율 이동 모듈 개발자,아르고스다인,소프트웨어,상시,,,"경기 용인시 기흥구 기흥로 58-1, 제에이동 1306호, 1311호
지도보기·주소복사",대학교졸업(4년) 이상,"['C#', 'C++', 'C', 'Embedded Linux', 'FW', 'SW', 'Embedded']",https://www.jumpit.co.kr/position/13921
라이다 연동 시스템 개발,하이보,소프트웨어,상시,,,"서울특별시 서초구 서초대로 24길 42, 2층
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'MATLAB', 'ROS']",https://www.jumpit.co.kr/position/15793
Windows 환경 Edge Computing개발,타키온테크,소프트웨어,상시,,,"서울 금천구 가산디지털2로 165, 백상스타타워 2차 1205호
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['Socket.IO', 'Apache HTTP Server', 'Windows', 'Delphi', 'SW', 'MES']",https://www.jumpit.co.kr/position/16307
[핵심기술연구소] 5G NR SW개발자,라닉스,소프트웨어,상시,,,"서울 강남구 언주로135길 25
지도보기·주소복사","대학졸업(2,3년) 이상","['ARM', 'RTOS', 'SW', 'Embedded']",https://www.jumpit.co.kr/position/9015
S/W 개발자 경력 및 신입 채용,토모큐브,소프트웨어,상시,,,"서울 서초구 서초대로 398 7층
지도보기·주소복사",대학교졸업(4년) 이상,"['C++', 'Qt', 'Jira', 'CUDA', 'Visual Studio', 'ReSharper', 'TeamCity', 'TestComplete', 'OpenCV', 'Visual C++']",https://www.jumpit.co.kr/position/15899
펌웨어 설계 연구원,은성글로벌,소프트웨어,상시,,,"강원도 원주시 지정면 기업도시로 120
지도보기·주소복사",대학교졸업(4년) 이상,['FW'],https://www.jumpit.co.kr/position/12676
웹 퍼블리셔 채용,파인더스,웹퍼블리셔,상시,,,"경기도 성남시 수정구 복정로 9 경호빌딩 501호
지도보기·주소복사",무관,"['HTML5', 'CSS 3', 'SCSS', 'JavaScript', 'React']",https://www.jumpit.co.kr/position/16930
[일산 마두역] 웹퍼블리셔,앰플트리,웹퍼블리셔,상시,,,"경기 고양시 일산동구 장백로 200 유국타워 1007호
지도보기·주소복사",무관,"['JavaScript', 'HTML5', 'CSS 3', 'JSP', 'Figma']",https://www.jumpit.co.kr/position/10471
프론트엔드 웹퍼블리셔,파인애플피티엘,웹퍼블리셔,상시,,,"서울시 강남구 논현로 154길 15, 4층
지도보기·주소복사",무관,"['JavaScript', 'jQuery', 'Figma', 'Zeplin', 'PHP', 'React', 'Vue.js', 'AngularJS', 'CSS 3', 'html5']",https://www.jumpit.co.kr/position/15246
WordPress(워드프레스) 기반 업무 담당자 채용,시큐어,웹퍼블리셔,상시,,,"서초구 서초대로 396 강남빌딩 16층
지도보기·주소복사",무관,"['Java', 'WordPress', 'WooCommerce', 'CSS 3', 'JavaScript', 'React', 'HTML5']",https://www.jumpit.co.kr/position/1247
딥러닝 엔지니어(3D Reconstruction / Generation),한국딥러닝,VR/AR/3D,2023-06-11,,,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 6층
지도보기·주소복사",무관,"['Git', 'PyTorch', 'MachineLearning', 'DeepLearning', 'AI/인공지능', 'Docker', 'Kubernetes']",https://www.jumpit.co.kr/position/16556
Unity 3D 개발자,라온메디,VR/AR/3D,상시,,,"경기도 성남시 분당구 판교로 723 B동 404호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['Unity', 'C#', '3D Rendering']",https://www.jumpit.co.kr/position/13986
unreal 엔진 기반 AR 개발자,몽타미디어,VR/AR/3D,상시,,,"연남로13길9
지도보기·주소복사",무관,"['Unreal Engine', 'AR', 'VR']",https://www.jumpit.co.kr/position/13482
[면접비 지급] 3D 머신비전 알고리즘 연구개발,트윔,VR/AR/3D,2023-06-16,,,"경기도 화성시 삼성1로 4길 7-4
지도보기·주소복사",대학교졸업(4년) 이상,"['C++', 'AI/인공지능', 'OpenCV', 'MachineLearning']",https://www.jumpit.co.kr/position/16717
[신입/경력] STO 플랫폼 서비스 블록체인 개발,블록체인글로벌,블록체인,2023-07-31,,,"서울 영등포구 여의나루로 57, 신송센터빌딩 10층
지도보기·주소복사","대학졸업(2,3년) 이상","['Java', 'Kotlin', 'Docker', 'Kubernetes', 'Hyperledger Fabric', 'Go', 'Node.js', 'Solidity']",https://www.jumpit.co.kr/position/16841
블록체인 백엔드 개발(신입),뉴링크,블록체인,상시,,,"서울시 강남구 학동로 31길 12, 5층
지도보기·주소복사",무관,"['AWS', 'Git', 'Linux', 'Swift', 'React', 'iOS', 'Android OS', 'Java', 'MSSQL', 'JavaScript']",https://www.jumpit.co.kr/position/7076
블록체인 엔지니어(Blockchain Engineer) 정규직 모집,스탬퍼,블록체인,상시,,,"서울 강남구 테헤란로20길 9, 10층
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['Linux', 'AWS', 'GCP', 'blockchain']",https://www.jumpit.co.kr/position/13572
블록체인 게임 플랫폼 백오피스 프론트엔드 개발자,위메이드,블록체인,2023-05-31,,,"경기 성남시 분당구 대왕판교로644번길 49, 코리아벤처타운업무시설 비블럭
지도보기·주소복사",무관,"['React', 'Socket.IO', 'Figma', 'AngularJS', 'Vue.js']",https://www.jumpit.co.kr/position/16077
블록체인 게임 플랫폼 백엔드 개발자,위메이드,블록체인,2023-05-31,,,"경기 성남시 분당구 대왕판교로644번길 49, 코리아벤처타운업무시설 비블럭
지도보기·주소복사",무관,"['Blockchain', 'Go', 'Java', 'Node.js', 'Golang', 'REST API']",https://www.jumpit.co.kr/position/14808
블록체인 게임 플랫폼 스마트 컨트랙트 개발자,위메이드,블록체인,2023-05-31,,,"경기 성남시 분당구 대왕판교로644번길 49, 코리아벤처타운업무시설 비블럭
지도보기·주소복사",무관,"['Solidity', 'Smartcontract', 'Blockchain']",https://www.jumpit.co.kr/position/14807
언리얼엔진 클라이언트 개발자,버들,블록체인,상시,,,"서울 강남구 봉은사로 541 10층
지도보기·주소복사",무관,"['C++', 'Unreal Engine', 'Blockchain']",https://www.jumpit.co.kr/position/15822
[알지티] Field Service engineer (서울 근무),알지티,기술지원,상시,,,"서울시 금천구 벚꽃로 234, 에이스하이엔드타워 6차 802호
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['Linux', 'ROS', 'Microsoft Office 365']",https://www.jumpit.co.kr/position/8691
[코스닥상장사] 엑셈 APM 솔루션 컨설팅 엔지니어 (신입 또는 경력),엑셈,기술지원,상시,,,"서울 강서구 마곡중앙8로 5길 40 (마곡동) (주)엑셈
지도보기·주소복사",무관,"['Java', 'Linux', 'Windows', '.NET', 'Android OS', 'iOS', 'Android SDK']",https://www.jumpit.co.kr/position/10596
필드 엔지니어,딥핑소스,기술지원,상시,,,"서울 강남구 언주로 508, 3층, 5층
지도보기·주소복사",대학교졸업(4년) 이상,['Linux'],https://www.jumpit.co.kr/position/10037
"본사 시스템(하드웨어, 소프트웨어) 운영 정규직 채용",아이티로그,기술지원,상시,,,"서울특별시 구로구 디지털로33길 28 우림이비지센터 1차 308호
지도보기·주소복사",고등학교졸업 이상,"['windows', 'linux', 'hw', 'sw']",https://www.jumpit.co.kr/position/15183
SW 엔지니어 모집,에이플러스소프트,기술지원,상시,,,"서울 영등포구 국회대로66길 17, 8층 2호
지도보기·주소복사","대학졸업(2,3년) 이상",['sw'],https://www.jumpit.co.kr/position/15537
기술지원 엔지니어 신입 - 대전,지란지교데이터,기술지원,상시,,,"대전광역시 유성구 테크노3로 65, 6층 603호 (관평동)
지도보기·주소복사","대학졸업(2,3년) 이상","['Windows', 'Linux', 'CentOS']",https://www.jumpit.co.kr/position/16330
정보보안 솔루션 기술지원,코닉글로리,기술지원,상시,,,"서울 강남구 학동로 155 원영빌딩 3,4층
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['Network', 'Linux']",https://www.jumpit.co.kr/position/16854
[부산] Google Cloud / Work space / 솔루션 기술팀 채용,넷킬러,기술지원,상시,,,"부산 남구 전포대로 133 BGIF 13층
지도보기·주소복사",무관,"['GCP', 'AWS', 'Windows Server']",https://www.jumpit.co.kr/position/16211
[테이텀 시큐리티] 솔루션 엔지니어,테이텀,기술지원,상시,,,"서울시 강남구 테헤란로 501, 403호 (삼성동, 브이플렉스)
지도보기·주소복사",무관,"['linux', 'docker', 'kubernetes', 'aws', 'azure', 'gcp', 'cissp', 'cisa']",https://www.jumpit.co.kr/position/15428
[서울] Google Cloud / Work space / 솔루션 기술팀 채용,넷킬러,기술지원,상시,,,"서울 중구 삼일대로 343, 8층
지도보기·주소복사",무관,"['GCP', 'AWS', 'Windows Server']",https://www.jumpit.co.kr/position/16210
기술지원 채용공고,플랜트에셋,기술지원,상시,,,"서울시 금천구 벚꽃로278 SJ테크노빌 716호
지도보기·주소복사",고등학교졸업 이상,['Oracle'],https://www.jumpit.co.kr/position/13987
[군산 새만금 개발공사] 네트워크 엔지니어 경력직 모집,에스넷아이씨티,기술지원,상시,,,"전북 군산시 새만금북로 466 새만금개발공사 / 광주지사
지도보기·주소복사",무관,"['Cisco', 'Network']",https://www.jumpit.co.kr/position/14399
전산팀 시스템관리 (신입),태강대부,기술지원,상시,,,"서울시 종로구 새문안로5길 37 도렴빌딩 11층
지도보기·주소복사","대학졸업(2,3년) 이상","['Java', 'C#', 'SW']",https://www.jumpit.co.kr/position/11157
IT Infrastructure Management (신입 가능),네비웍스,기술지원,상시,,,"경기도 안양시 동안구 부림로170번길 41-18
지도보기·주소복사",무관,"['HW', 'SW', 'Network']",https://www.jumpit.co.kr/position/16727
리눅스 엔지니어,오픈소스컨설팅,기술지원,상시,,,"서울 강남구 테헤란로83길 32, 5층
지도보기·주소복사",무관,"['Linux', 'Red Hat Enterprise Linux', 'Ansible', 'K8S', 'Docker']",https://www.jumpit.co.kr/position/10520
기술지원 엔지니어(FAE),유진로봇,기술지원,2023-05-31,,,"인천 연수구 하모니로187번길 33
지도보기·주소복사",대학교졸업(4년) 이상,"['HW', 'SW']",https://www.jumpit.co.kr/position/9418
"출입통제, CCTV 유지보수 인원 모집(서울, 경기, 인천)",파워텍,기술지원,상시,,,"서울 구로구 경인로 557, 삼영빌딩 507호(구로동)
지도보기·주소복사",고등학교졸업 이상,"['Network', 'TCP/IP']",https://www.jumpit.co.kr/position/12237
리눅스 서버 구축 및 유지보수 엔지니어,비앤케이원,기술지원,상시,,,"서울시 강남구 영동대로 511(삼성동, 트레이드타워) 27층 2715
지도보기·주소복사","대학졸업(2,3년) 이상","['Linux', 'Windows']",https://www.jumpit.co.kr/position/13187
선별관제 솔루션 필드 엔지니어 부문 채용,마크애니,기술지원,상시,,,"서울 중구 퇴계로 286 쌍림빌딩 7,10,13층
지도보기·주소복사",무관,"['Windows', 'Linux', 'Docker', 'SQL', 'Java', 'JSP']",https://www.jumpit.co.kr/position/10546
Field Engineer 기술지원 (영어권) 담당자,모니터랩,기술지원,2023-06-03,,,"서울특별시 구로구 디지털로 27가길 27 아남빌딩 8, 9층
지도보기·주소복사",무관,"['Network', 'AWS', 'AZURE', 'GCP']",https://www.jumpit.co.kr/position/9528
제품 및 서비스 개발자 채용,모니터랩,기술지원,상시,,,"서울특별시 구로구 디지털로 27가길 27 아남빌딩 8, 9층
지도보기·주소복사",무관,"['Network', 'AWS', 'AZURE', 'GCP']",https://www.jumpit.co.kr/position/14444
기술지원 엔지니어,디지탈센스,기술지원,상시,,,"서울시 금천구 벚꽃로 254 월드메르디앙 1차 406호
지도보기·주소복사",고등학교졸업 이상,"['Network', 'Windows', 'Linux']",https://www.jumpit.co.kr/position/13484
로봇 필드 엔지니어 | FE팀,클로봇,기술지원,상시,,,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)
지도보기·주소복사","대학졸업(2,3년) 이상","['linux', 'python']",https://www.jumpit.co.kr/position/15037
운송관리시스템 운영 신입 채용,코어시스템즈,기술지원,상시,,,"경기 수원시 장안구 수일로191번길 6 경기교통연수원
지도보기·주소복사","대학졸업(2,3년) 이상",['Java'],https://www.jumpit.co.kr/position/12358
정적분석 SW 기술지원,케이엠에스테크놀로지,기술지원,상시,,,"서울 강남구 언주로 337, 6층
지도보기·주소복사",무관,"['C', 'C++', 'Java', 'Linux', 'SW']",https://www.jumpit.co.kr/position/14439
[스마트빌] ABAP개발자 모집,비즈니스온커뮤니케이션,기술지원,상시,,,"서울시 강남구 학동로230(5층,6층,7층)
지도보기·주소복사","대학졸업(2,3년) 이상(졸업예정자 가능)","['ABAP', 'MySQL', 'SW']",https://www.jumpit.co.kr/position/16592
[종근당 계열사] 천안공장 전산유지보수,벨아이앤에스,기술지원,상시,,,"충남 천안시 서북구 성거읍 망향로 797-48 (종근당 천안공장)
지도보기·주소복사",대학교졸업(4년) 이상(졸업예정자 가능),"['ABAP', '.NET', 'ERP']",https://www.jumpit.co.kr/position/5413
[에스알] 개발관리 연구원,에스알,기술지원,상시,,,"경기도 의왕시 오봉산단1로 50-8
지도보기·주소복사","대학졸업(2,3년) 이상","['Microsoft Excel', 'Orcad', 'Pads', 'SMPS', 'PCB', 'FW', 'HW']",https://www.jumpit.co.kr/position/15773
인천공항(영종도) 보안관제 요원 모집,아이티밴드,기술지원,상시,,,"인천광역시 중구 영종도 인천공항
지도보기·주소복사","대학졸업(2,3년) 이상","['Linux', 'DB']",https://www.jumpit.co.kr/position/12756
network SW 솔루션 기술지원,케이엠에스테크놀로지,기술지원,상시,,,"서울 강남구 언주로 337, 6층
지도보기·주소복사","대학졸업(2,3년) 이상","['Network', 'C', 'C++', 'SW']",https://www.jumpit.co.kr/position/14437
이동통신(5G Access System) 네트워크 엔지니어 신입 채용,지엔텔,기술지원,상시,,,"대전 중구 계룡로 825 8층
지도보기·주소복사","대학졸업(2,3년) 이상",['Network'],https://www.jumpit.co.kr/position/16119
컴퓨터 비전 및 임베디드 시스템 프로그래머 모집,아고스비전,기술지원,상시,,,"대전 유성구 유성대로 1689번길 8-7
지도보기·주소복사",대학교졸업(4년) 이상,"['embedded', 'linux']",https://www.jumpit.co.kr/position/15437
라이다 연동 시스템 개발,하이보,기술지원,상시,,,"서울특별시 서초구 서초대로 24길 42, 2층
지도보기·주소복사",대학교졸업(4년) 이상,"['C', 'C++', 'MATLAB', 'ROS']",https://www.jumpit.co.kr/position/15793
