,공고명,회사명,직무,마감일,고용형태,연봉,근무지,학력,기술스택,링크
0,게임 서버 프로그래머 ,에이스프로젝트,"서버/백엔드, 모바일 게임, 게임 서버",상시 채용,정규직,,"서울 중구 을지로 264, (을지로6가) 스파크플러스 11층",,"['Java', 'Linux', 'Redis', 'Spring']",https://programmers.co.kr/job_positions/18654
1,[울산] C# .NET 개발자,인터엑스,"데이터 엔지니어링, 시스템 소프트웨어",상시 채용,정규직,,"울산 중구 종가6길 7, (우정동) 10층(혁신 더테라스)",,"['C#', '.NET', 'WPF']",https://programmers.co.kr/job_positions/17754
2,[서울] C# .NET 개발자,인터엑스,"데이터 엔지니어링, 시스템 소프트웨어",상시 채용,정규직,,"서울 금천구 가산디지털1로 171, (가산동) 1409호",,"['C#', '.NET', 'WPF']",https://programmers.co.kr/job_positions/17418
3,[ESTsoft] 백엔드 개발 (신입),이스트소프트,서버/백엔드,상시 채용,정규직,,대한민국 서울특별시 서초구 서초3동 반포대로 3 이스트빌딩,,,https://programmers.co.kr/job_positions/18459
4,서버 엔지니어 (Python),페이히어,서버/백엔드,상시 채용,정규직,,"서울 강남구 강남대로 374, (역삼동) 16층",,['Python'],https://programmers.co.kr/job_positions/16032
5,(자율주행 데브코스 수료생 전용) Computer Vison Engineer,프로그래머스 KDT 데브코스 자율주행 1기,"임베디드 소프트웨어, 사물인터넷(IoT), 응용 프로그램",상시 채용,정규직,,,,"['Machine Vision', 'SLAM', 'C++', 'Python']",https://programmers.co.kr/job_positions/17856
6,저작권 보호 서비스 개발,두다지,"서버/백엔드, 데이터 엔지니어링, 시스템/네트워크",상시 채용,계약직(1년 이상),,"서울 서초구 매헌로 16, (양재동) 1206호 두다지",,"['Docker', 'Python', 'Kubernetes']",https://programmers.co.kr/job_positions/18147
7,데이터분석 담당 (석사/박사),넛지헬스케어,"웹 풀스택, 인공지능(AI), 데이터 엔지니어링",상시 채용,정규직,,"서울 강남구 역삼로1길 8, (역삼동) ",,"['Docker', 'Django', 'Node.js', 'R', 'SQL', 'Vue.js', 'ReactJS', 'Python', 'MySQL', 'jQuery', 'JavaScript', 'HTML', 'Java']",https://programmers.co.kr/job_positions/18075
8,(자율주행 데브코스 수료생 전용) 자율주행 딥러닝 엔지니어,프로그래머스 KDT 데브코스 자율주행 1기,"인공지능(AI), 시스템 소프트웨어",상시 채용,정규직,,,,"['ROS', 'Linux', 'Tensorflow', 'PyTorch', 'Python', 'C++', 'OpenCV']",https://programmers.co.kr/job_positions/7608
9,[병역특례] 안드로이드개발 산업기능요원,넛지헬스케어,안드로이드,상시 채용,정규직,,"서울 강남구 역삼로1길 8, (역삼동) ",,"['Kotlin', 'Android', 'Java']",https://programmers.co.kr/job_positions/15838
10,(자율주행 데브코스 수료생 전용) 자율주행 SW개발,프로그래머스 KDT 데브코스 자율주행 1기,"인공지능(AI), 임베디드 소프트웨어, 사물인터넷(IoT)",상시 채용,정규직,,,,"['Docker', 'Deep Learning', 'Tensorflow', 'PyTorch', 'C++', 'Python']",https://programmers.co.kr/job_positions/17853
11,[울산] QA 엔지니어,인터엑스,QA,상시 채용,정규직,,"울산 중구 종가6길 7, (우정동) 10층",,['GitHub'],https://programmers.co.kr/job_positions/17441
12,Devops 엔지니어 (신입),에이에프아이,서버/백엔드,상시 채용,정규직,4300 ~ 5417 만원,"대한민국 서울특별시 성동구 아차산로 17, 서울숲엘타워 1301호",,"['Docker', 'Node.js', 'ES6', 'Linux', 'CI/CD']",https://programmers.co.kr/job_positions/16425
13,[병역특례] 백엔드개발(Node.js) 산업기능요원,넛지헬스케어,"서버/백엔드, 웹 풀스택, 시스템/네트워크",상시 채용,정규직,,"서울 강남구 역삼로1길 8, (역삼동) ",,"['Java', 'Django', 'Git', 'Node.js', 'Python', 'Vue.js', 'MySQL']",https://programmers.co.kr/job_positions/15840
14,Wi-Fi 관련 QA,테크노니아,QA,상시 채용,정규직,,"서울 서초구 매헌로 16, (양재동) 5층 브로드컴코리아 ",,,https://programmers.co.kr/job_positions/17280
15,[병역특례] iOS개발 산업기능요원,넛지헬스케어,iOS,상시 채용,정규직,,"서울 강남구 역삼로1길 8, (역삼동) ",,"['Swift', 'iOS']",https://programmers.co.kr/job_positions/15839
16,[병역특례] QA담당 산업기능요원,넛지헬스케어,"웹 풀스택, 안드로이드, QA",상시 채용,정규직,,"서울 강남구 역삼로1길 8, (역삼동) ",,['Selenium'],https://programmers.co.kr/job_positions/15844
17,[병역특례] 풀스택개발 산업기능요원,넛지헬스케어,"서버/백엔드, 웹 풀스택, 시스템/네트워크",상시 채용,정규직,,"서울 강남구 역삼로1길 8, (역삼동) ",,"['MySQL', 'Vue.js', 'Python', 'Node.js', 'Git', 'Django', 'Java']",https://programmers.co.kr/job_positions/15845
18,이미지 프로세싱 알고리즘 연구/ 최적화,포스로직,"머신러닝, 인공지능(AI), 응용 프로그램",상시 채용,정규직,4212 ~ 4212 만원,"경기 안양시 동안구 시민대로327번길 11-14, (관양동) 6F",,"['C++', 'C', 'Tensorflow', 'PyTorch', 'Deep Learning', 'Machine Vision', 'Image Processing']",https://programmers.co.kr/job_positions/7085
19,네트워크 개발 (전문연구요원),플랜티넷,"시스템/네트워크, 임베디드 소프트웨어",상시 채용,정규직,3800 ~ 6000 만원,"경기 성남시 분당구 대왕판교로 670, (삼평동) ",,"['SDN', 'OpenFlow', 'Embedded System', 'Keras', 'Linux kernel', 'Windows kernel']",https://programmers.co.kr/job_positions/14762
20,SDN개발자,에스비정보기술,"시스템/네트워크, 시스템 소프트웨어, 응용 프로그램",상시 채용,정규직,,"경기 의왕시 성고개로 53, (포일동, 에이스청계타워)  1015-1016호",,['Java'],https://programmers.co.kr/job_positions/14524
21,(프로그래머스 자율주행 데브코스 수료생용 공고) 자율주행 Planning/Control Developer,프로그래머스 KDT 데브코스 자율주행 1기,,상시 채용,정규직,,,,,https://programmers.co.kr/job_positions/13569
22,[아이페이지온] 안드로이드 앱 개발자(Android App),아이페이지온,안드로이드,상시 채용,정규직,,"서울 강남구 테헤란로14길 5, (역삼동) 5층",,"['Java', 'JavaScript', 'C', 'C++', 'Android']",https://programmers.co.kr/job_positions/10024
23,플랫폼 서비스 개발 팀원,히비스,"프론트엔드, 데브옵스",상시 채용,정규직,,"서울시 강동구 성내로 19, (주)서경산업개발 502호 ",,"['JavaScript', 'jQuery']",https://programmers.co.kr/job_positions/2385
24,프론트엔드 개발자 ,블루펫,프론트엔드,상시 채용,정규직,3000 ~ 6000 만원,"서울 금천구 가산디지털1로 225, (가산동) ",,"['ReactJS', 'Redux-Saga', 'Next.js']",https://programmers.co.kr/job_positions/7144
25,데이터사이언티스트(석박사),솔트룩스,인공지능(AI),상시 채용,,,"서울특별시 강남구 언주로 538, 4층, 5층동(역삼동, 대웅빌딩)",,['Big Data'],https://programmers.co.kr/job_positions/2666
26,이러닝 웹 솔루션 개발자,Xinics,"서버/백엔드, 프론트엔드, 웹 풀스택",상시 채용,,,"서울특별시 구로구 디지털로31길 53, 1101호(구로동, 이엔씨벤처드림타워5차)",,"['HTML', 'CSS', 'JavaScript', 'ReactJS', 'PHP']",https://programmers.co.kr/job_positions/1207
27,AI Engineer / AI Scientist (Junior),디메타,"머신러닝, 인공지능(AI)",상시 채용,정규직,,서울 강남구 역삼동 605-22 ,,"['Docker', 'PyTorch', 'Python', 'JIRA', 'Slack API', 'GitHub']",https://programmers.co.kr/job_positions/15919
28,[미리디] Jr. 프론트엔드 개발자,미리디,프론트엔드,상시 채용,정규직,,"대한민국 서울특별시 구로구 디지털로31길 12, 8층, 미리디",,,https://programmers.co.kr/job_positions/18407
29,[액션파워] 인공지능/머신러닝 엔지니어,액션파워,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"서울 관악구 남부순환로 1838, 11층(봉천동)",,"['Machine Learning', 'Python', 'Tensorflow', 'Linux', 'Docker', 'Git']",https://programmers.co.kr/job_positions/13119
30,[제주 오피스] QA Engineer,클로버추얼패션,QA,상시 채용,정규직,3000 ~ 6000 만원,"제주특별자치도 제주시 첨단로 213-3, (영평동) ",,"['JIRA', 'Slack API', 'GitHub']",https://programmers.co.kr/job_positions/5112
31,RPA 담당자,팀프레시,"서버/백엔드, 시스템 소프트웨어",상시 채용,정규직,,서울시 강남구 봉은사로37길 7-9,,,https://programmers.co.kr/job_positions/18269
32,QA,위메이드,QA,23년 05월 31일 23:59까지,정규직,,"경기도 성남시 대왕판교로 644번길 49, 위메이드타워",,,https://programmers.co.kr/job_positions/8155
33,백엔드 엔지니어 (Python),데이터비,서버/백엔드,상시 채용,정규직,3000 ~ 7000 만원,"서울 마포구 백범로31길 21, (공덕동) 404호",,"['Python', 'REST API', 'Redis', 'RabbitMQ', 'SQL']",https://programmers.co.kr/job_positions/17780
34,백엔드 엔지니어 (NodeJS),데이터비,서버/백엔드,상시 채용,정규직,3000 ~ 7000 만원,"서울 마포구 백범로31길 21, (공덕동) 404호",,"['Node.js', 'Git']",https://programmers.co.kr/job_positions/17779
35,C# 개발자,넥서스커뮤니티,서버/백엔드,상시 채용,정규직,,"서울 영등포구 여의대로 108, (여의도동) 파크원 타워2 19F",,"['C#', 'Windows', 'MariaDB', 'Oracle', 'DevExpress']",https://programmers.co.kr/job_positions/4351
36,iOS 개발자,Teamblind,iOS,상시 채용,정규직,,서울시 강남구 테헤란로,,"['Swift', 'Objective-C', 'REST API']",https://programmers.co.kr/job_positions/12040
37,IT Service Manager - WMS,씨티케이,시스템/네트워크,상시 채용,정규직,,미국 캘리포니아 온타리오,,,https://programmers.co.kr/job_positions/16670
38,Deep Learning Researcher,딥핑소스,머신러닝,상시 채용,정규직,,"서울 강남구 언주로 508, (역삼동) 3층, 5층",,,https://programmers.co.kr/job_positions/14854
39,[R&D] Software Engineer,클로버추얼패션,"시스템 소프트웨어, 응용 프로그램",상시 채용,정규직,,서울특별시 강남구 도산대로8길 17-4(논현동),,"['C', 'C++', 'OpenGL', 'Qt', 'OpenCV', 'CUDA', 'Unreal Engine', 'Unity', 'Python']",https://programmers.co.kr/job_positions/5541
40,필드 엔지니어,딥핑소스,,상시 채용,정규직,,"서울 강남구 언주로 508, (역삼동) 3층, 5층",,,https://programmers.co.kr/job_positions/14859
41,API 개발자,넥서스커뮤니티,"서버/백엔드, 임베디드 소프트웨어",상시 채용,정규직,,"서울 영등포구 여의대로 108, (여의도동) 파크원 타워2 19F",,"['Java', 'Unix', 'TCP/IP', 'Database', 'REST API', 'C++', 'C']",https://programmers.co.kr/job_positions/12991
42,보안 취약점 솔루션 엔지니어,쿤텍,"시스템/네트워크, 시스템 소프트웨어, 데브옵스",상시 채용,정규직,,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",,,https://programmers.co.kr/job_positions/9672
43,백엔드 개발자,스와치온,서버/백엔드,상시 채용,정규직,6500 ~ 20000 만원,"서울 성동구 광나루로 286, 5층 (성수동2가, 아인빌딩)",,"['Node.js', 'Ruby on Rails', 'Python', 'Git', 'MySQL']",https://programmers.co.kr/job_positions/7771
44,어플리케이션 프로그래머,쿤텍,응용 프로그램,상시 채용,정규직,,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",,"['C', 'C#', 'C++']",https://programmers.co.kr/job_positions/9693
45,웹개발 ,아주큐엠에스,"서버/백엔드, 프론트엔드",상시 채용,정규직,3500 ~ 4000 만원,"서울 서초구 강남대로 351, (서초동)  청남빌딩 8층 ",,"['Java', 'JavaScript', 'MySQL']",https://programmers.co.kr/job_positions/11917
46,악성코드 분석 엔지니어,쿤텍,"시스템/네트워크, 시스템 소프트웨어, 데브옵스",상시 채용,정규직,,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",,,https://programmers.co.kr/job_positions/9674
47,Back-end/Infra 개발 ,바텍 네트웍스,"서버/백엔드, 웹 풀스택, 시스템/네트워크",상시 채용,정규직,4000 ~ 8000 만원,"경기도 화성시 삼성1로2길 13, (석우동)",,"['Docker', 'Node.js', 'Kubernetes', 'MongoDB', 'AWS DynamoDB']",https://programmers.co.kr/job_positions/3669
48,임베디드 프로그래머,쿤텍,"안드로이드, iOS, 임베디드 소프트웨어",상시 채용,정규직,,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",,"['C', 'C++']",https://programmers.co.kr/job_positions/9669
49,SoC Verification EDA Tool Engineer,쿤텍,"시스템/네트워크, 시스템 소프트웨어",상시 채용,정규직,,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",,"['C', 'C++']",https://programmers.co.kr/job_positions/10609
50,SaaS 개발자,크레비스파트너스,"서버/백엔드, 웹 풀스택, 응용 프로그램",상시 채용,정규직,,"서울특별시 성동구 왕십리로 88, 4층(성수동1가)",,"['Azure', '.NET', 'C#']",https://programmers.co.kr/job_positions/17194
51,[패스오더] 안드로이드 개발자,페이타랩,"프론트엔드, 안드로이드, 응용 프로그램",상시 채용,정규직,,"서울 강남구 영동대로85길 34, (대치동) 6층",,"['Android', 'Kotlin', 'Java']",https://programmers.co.kr/job_positions/9637
52,암호 라이브러리 개발자 ,펜타시큐리티시스템,"인터넷 보안, 응용 프로그램, 크로스 플랫폼",상시 채용,정규직,,"서울 영등포구 여의공원로 115, (여의도동) 8층 / 9층",,"['Linux', 'Unix', 'Windows', 'C', 'C++', 'iOS', 'Android']",https://programmers.co.kr/job_positions/15856
53,Quantization Research Engineer,노타,머신러닝,23년 06월 30일 23:59까지,정규직,,"서울 강남구 테헤란로 332, (역삼동) 14층 Nota",,"['Python', 'Tensorflow', 'PyTorch']",https://programmers.co.kr/job_positions/14987
54,Reinforcement Learning Research Engineer,노타,"머신러닝, 인공지능(AI)",23년 06월 30일 23:55까지,정규직,,"서울 강남구 테헤란로 332, (역삼동) 14층 Nota",,,https://programmers.co.kr/job_positions/17313
55,서버 백엔드 개발자 Server Backend Developer,클레온,서버/백엔드,상시 채용,계약직(1년 이상),,서울시 중구 소월로2길 30 티타워 18층 클레온,,"['Kotlin', 'Node.js', 'Python', 'Spring Boot', 'Spring Batch', 'PostgreSQL', 'MySQL', 'AWS CloudFront', 'FFmpeg', 'GStreamer', 'OpenCV', 'gRPC', 'WebRTC', 'Git', 'Docker', 'Apache Kafka']",https://programmers.co.kr/job_positions/18663
56,"[인포보스]인공지능개발팀(산업기능요원, 전문연구요원 가능)",인포보스,"머신러닝, 인공지능(AI), 데이터 엔지니어링",상시 채용,정규직,,서울시 강남구 삼성동 1-4번지 해운빌딩 301호,,"['Tensorflow', 'Keras', 'SQL', 'Python', 'NLP']",https://programmers.co.kr/job_positions/12417
57,백엔드 개발자,알로카도스,서버/백엔드,상시 채용,정규직,4000 ~ 12000 만원,"서울 강남구 테헤란로 503, (삼성동) 패스트파이브 삼성3호점",,"['Redis', 'Python', 'Flask', 'FastAPI', 'Django', 'PostgreSQL', 'MongoDB', 'AWS DynamoDB', 'Docker', 'SQL', 'NoSQL']",https://programmers.co.kr/job_positions/16045
58,"자연어처리 엔지니어 (Natural Language Processing, NLP)",로민,"머신러닝, 인공지능(AI), 데이터 엔지니어링",상시 채용,정규직,,"서울 서초구 방배천로2길 10, (방배동) 7층",,"['Tensorflow', 'PyTorch', 'Python', 'Docker', 'Git', 'Linux']",https://programmers.co.kr/job_positions/16599
59,"컴퓨터비전 엔지니어 (Computer Vision, CV)",로민,"머신러닝, 인공지능(AI), 데이터 엔지니어링",상시 채용,정규직,,"서울 서초구 방배천로2길 10, (방배동) 7층",,"['Linux', 'Git', 'Docker', 'Python', 'PyTorch', 'Tensorflow']",https://programmers.co.kr/job_positions/16600
60,Unity 개발자,네오사피엔스,그래픽스,상시 채용,정규직,,"대한민국 서울특별시 강남구 영동대로96길 20 5층, ",,,https://programmers.co.kr/job_positions/17475
61,백엔드 개발자,아하랩스,"서버/백엔드, 머신러닝",상시 채용,정규직,,"경기도 성남시 분당구 성남대로 43번길 10, 7층 712호",,"['Git', 'Python']",https://programmers.co.kr/job_positions/18627
62,머신러닝 엔지니어,콜리,"머신러닝, 데이터 엔지니어링",상시 채용,정규직,7000 ~ 14000 만원,"서울 강남구 논현로 709, (논현동) 5층",,"['PyTorch', 'Pandas']",https://programmers.co.kr/job_positions/18624
63,Planning & Control Engineer,뉴빌리티,"인공지능(AI), 임베디드 소프트웨어",상시 채용,정규직,,"서울 성동구 왕십리로 115, (성수동1가) ",,"['C', 'C++', 'Linux']",https://programmers.co.kr/job_positions/18253
64,플랫폼 백엔드 개발자,111퍼센트,"서버/백엔드, 모바일 게임",상시 채용,정규직,,"서울 강남구 테헤란로 152, 33층(역삼동, 강남파이낸스센터) ",,"['Node.js', 'REST API']",https://programmers.co.kr/job_positions/6142
65,[패스오더] 안드로이드 개발자 (병역특례 산업기능요원 보충역/전직가능),페이타랩,"프론트엔드, 안드로이드, 응용 프로그램",상시 채용,정규직,,"서울 강남구 영동대로85길 34, (대치동) 6층",,"['Kotlin', 'Java', 'JavaScript', 'Android', 'React Native']",https://programmers.co.kr/job_positions/9649
66,"[패스오더] 백엔드(Spring, Python, MSA)개발자 (병역특례 산업기능요원 보충역/전직가능)",페이타랩,"서버/백엔드, 웹 풀스택, 데이터 엔지니어링",상시 채용,정규직,,"서울 강남구 영동대로85길 34, (대치동) 6층",,"['Java', 'JavaScript', 'Python', 'Git', 'Docker', 'Spring', 'Kotlin', 'Flask', 'Jenkins', 'Kubernetes', 'PostgreSQL', 'SQL']",https://programmers.co.kr/job_positions/9647
67,AI 컴파일러 엔지니어,에너자이,"머신러닝, 인공지능(AI), 임베디드 소프트웨어",23년 05월 31일 14:59까지,정규직,,"대한민국 서울특별시 강남구 테헤란로 431, 6층",,"['C', 'C++', 'Python']",https://programmers.co.kr/job_positions/11389
68,ML Engineer,데이터메이커,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"대전광역시 유성구 유성대로 871, 4,5층(죽동, CU빌딩)",,"['Python', 'Git', 'Unix', 'Linux', 'OpenCV', 'C++', 'Tensorflow', 'Machine Learning', 'Deep Learning', 'NVIDIA TensorRT', 'PyTorch', 'Docker', 'Kubernetes']",https://programmers.co.kr/job_positions/5232
69,"프론트, 백엔드 개발자",새론솔루션,"서버/백엔드, 프론트엔드, 웹 풀스택",23년 06월 30일 23:55까지,정규직,3500 ~ 6000 만원,"경기도 의왕시 안양판교로 82, 815호(포일동, 포일어울림센터)",,"['Python', 'Java', 'JavaScript', 'Spring']",https://programmers.co.kr/job_positions/18613
70,데이터 분석 및 AI 개발자,새론솔루션,"머신러닝, 인공지능(AI), 데이터 엔지니어링",23년 06월 30일 23:59까지,정규직,3500 ~ 6000 만원,"경기도 의왕시 안양판교로 82, 815호(포일동, 포일어울림센터)",,"['Python', 'PyTorch', 'Tensorflow', 'Pandas']",https://programmers.co.kr/job_positions/18612
71,윙크/윙크북스 서비스 백엔드 개발자 (Django),단비교육,서버/백엔드,23년 05월 31일 23:59까지,정규직,,"서울 강남구 개포로 640, (일원동) ",,"['PostgreSQL', 'Aurora DB', 'Git', 'DRF(Django REST framework)', 'Django', 'Python', 'REST API']",https://programmers.co.kr/job_positions/17925
72,윙크/윙크북스 서비스 프런트엔드(ReactJS) 개발자,단비교육,"프론트엔드, 안드로이드, iOS",23년 05월 31일 23:59까지,정규직,,"서울 강남구 개포로 640, (일원동) ",,"['Tailwind CSS', 'REST API', 'Webpack', 'Socket.IO', 'AWS Amplify', 'TypeScript', 'ReactJS']",https://programmers.co.kr/job_positions/17924
73,QA 매니저,티피씨인터넷,QA,상시 채용,정규직,,"서울 강남구 선릉로93길 50, (역삼동) 11층",,,https://programmers.co.kr/job_positions/18450
74,"화이트박스 크립토그래피 개발자(C,C++)",잉카엔트웍스,"서버/백엔드, 머신러닝, 인공지능(AI)",상시 채용,정규직,,"서울 강남구 논현로 608 (논현동, 덕수빌딩) 1층",,"['Java', 'C', 'C++']",https://programmers.co.kr/job_positions/17443
75,[패스오더] DevOps Engineer (병역특례 산업기능요원 보충역/전직가능),페이타랩,"시스템/네트워크, 데브옵스, 인터넷 보안",상시 채용,정규직,,"서울특별시 강남구 영동대로 85길 34, 6층",,"['AWS RDS', 'AWS S3', 'AWS ECS', 'Jenkins', 'Docker']",https://programmers.co.kr/job_positions/9651
76,Path Planning 엔지니어,펀진,"머신러닝, 로보틱스 미들웨어, 응용 프로그램",상시 채용,정규직,3000 ~ 6000 만원,"서울 성동구 연무장5가길 7, (성수동2가) EAST 동 13층",,"['C++', 'Python', 'ROS', 'Git']",https://programmers.co.kr/job_positions/18601
77,딥러닝 엔지니어,펀진,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"서울 성동구 연무장5가길 7, (성수동2가) EAST 동 13층",,"['Docker', 'Python', 'PyTorch', 'Tensorflow', 'Pandas', 'Keras', 'NLP']",https://programmers.co.kr/job_positions/18597
78,[협업툴 플로우] 엔터프라이즈 개발자,마드라스체크,"서버/백엔드, 웹 풀스택",23년 06월 06일 23:59까지,정규직,,"서울 영등포구 영신로 220, (영등포동8가) KNK디지털타워 1409~1412호",,"['Java', 'JavaScript', 'jQuery', 'Node.js', 'Linux']",https://programmers.co.kr/job_positions/16081
79,STO 플랫폼 서비스 블록체인 개발,블록체인글로벌,블록체인,23년 07월 31일 17:40까지,정규직,3000 ~ 9000 만원,"서울 영등포구 여의나루로 57, (여의도동) 신송센터빌딩 10층 ",,"['Vue.js', 'JavaScript', 'React Native', 'Java', 'Node.js', 'Docker', 'Kubernetes', 'TypeScript', 'Kotlin', 'Spring Boot', 'flutter', 'Hyperledger', 'Go']",https://programmers.co.kr/job_positions/18575
80,웹/모바일 퍼블리셔 - 초고속 성장기업,업템포글로벌,웹 퍼블리싱,상시 채용,정규직,3000 ~ 4000 만원,"서울 강남구 선릉로 561, (역삼동) 2층",,"['CSS', 'HTML', 'ReactJS', 'React Native', 'JavaScript']",https://programmers.co.kr/job_positions/18487
81,웹(React) 개발자,클라썸,"프론트엔드, 웹 풀스택",상시 채용,정규직,,"대한민국 서울특별시 강남구 테헤란로2길 27, 14층",,"['Redux.js', 'ReactJS', 'TypeScript', 'Sass(SCSS)']",https://programmers.co.kr/job_positions/15890
82,인공지능 NLP 개발자,포자랩스,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"대한민국 서울특별시 강남구 테헤란로78길 16, 노벨빌딩 10층 포자랩스",,"['PyTorch', 'Python', 'NLP', 'Docker', 'GitHub']",https://programmers.co.kr/job_positions/11399
83,ML Research&Development(인공지능 연구개발)(전문연구요원 가능),휴이노,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"서울특별시 강남구 압구정로79길 19, 401호, 301호, 302호 (청담동, 레인에비뉴)",,,https://programmers.co.kr/job_positions/18438
84,백엔드 개발자,아이티이지,"서버/백엔드, 웹 풀스택, 시스템/네트워크",상시 채용,정규직,3000 ~ 6000 만원,"서울 서초구 서초대로 250, (서초동) 3층",,,https://programmers.co.kr/job_positions/17845
85,클라우드EDI 서비스 개발자,인스피언,서버/백엔드,상시 채용,정규직,3400 ~ 6000 만원,"서울특별시 금천구 벚꽃로 278, SJ테크노빌 1309호",,"['Java', 'Spring']",https://programmers.co.kr/job_positions/13713
86,AI Language,알지에이아이엔씨,"머신러닝, 인공지능(AI)",상시 채용,정규직,5000 ~ 15000 만원,"서울 서초구 서초대로 396, (서초동) ",,"['Python', 'PyTorch', 'Tensorflow', 'NVIDIA TensorRT', 'MXNET', 'Docker', 'C++', 'Linux', 'ROS', 'Git', 'JIRA']",https://programmers.co.kr/job_positions/18431
87,AI computer vision,알지에이아이엔씨,"머신러닝, 인공지능(AI)",상시 채용,정규직,5000 ~ 15000 만원,"서울 서초구 서초대로 396, (서초동) ",,"['Python', 'PyTorch', 'Tensorflow', 'MXNET', 'NVIDIA TensorRT', 'Tensorflow Lite', 'C++', 'Linux', 'ROS', 'Git', 'JIRA']",https://programmers.co.kr/job_positions/18430
88,Frontend(React / React-Native),에딘트,"프론트엔드, 안드로이드, iOS",상시 채용,정규직,,"경기 성남시 수정구 대왕판교로 815, (시흥동)  창업존 7층 G736",,"['React Native', 'ReactJS', 'HTML', 'REST API', 'CSS', 'JavaScript']",https://programmers.co.kr/job_positions/18150
89,웹 백엔드 개발자,알고리고,"서버/백엔드, 데브옵스",상시 채용,정규직,,"서울 강남구 봉은사로 319, (논현동) 내외빌딩 4층 ",,"['Python', 'Amazon Web Services(AWS)', 'MySQL', 'REST API', 'NoSQL', 'TCP/IP', 'WebSocket', 'CI/CD', 'Redis', 'Microservice Architecture', 'GraphQL', 'Shell', 'GitHub']",https://programmers.co.kr/job_positions/15596
90,[게임 스튜디오] 게임 클라이언트 개발자,메타지,게임 클라이언트,상시 채용,정규직,,서울특별시 강남구 언주로134길 24 4층,,['Unreal Engine'],https://programmers.co.kr/job_positions/18273
91,[NFT 거래소] 프론트엔드 개발자 (Full-Remote),메타지,프론트엔드,상시 채용,정규직,,서울특별시 강남구 언주로134길 24 4층,,"['flutter', 'AWS S3', 'AWS CloudFront', 'PostgreSQL', 'AWS Lambda', 'AWS Simple Queue Service(AWS SQS)', 'AWS Simple Notification Service(AWS SNS)']",https://programmers.co.kr/job_positions/18268
92,[게임 스튜디오] 게임 서버 개발자 (Full-Remote),메타지,게임 서버,상시 채용,정규직,3000 ~ 6000 만원,서울특별시 강남구 언주로134길 24 4층,,"['Unreal Engine', 'C++']",https://programmers.co.kr/job_positions/18272
93,[NFT 거래소] 백엔드 개발자 (Full-Remote),메타지,서버/백엔드,상시 채용,정규직,,서울특별시 강남구 언주로134길 24 4층,,"['PostgreSQL', 'AWS Lambda', 'AWS Simple Queue Service(AWS SQS)', 'AWS Simple Notification Service(AWS SNS)', 'Node.js', 'TypeScript', 'AWS Serverless Application Repository', 'Prisma']",https://programmers.co.kr/job_positions/18271
94,QA 엔지니어,스윗코리아,QA,상시 채용,정규직,,대한민국 서울특별시 강남구 삼성동 삼성로 570 석천빌딩 6층,,,https://programmers.co.kr/job_positions/16950
95,프론트엔드 개발자,데브툴즈,"프론트엔드, 블록체인",상시 채용,정규직,4000 ~ 8000 만원,"경기 안양시 동안구 시민대로 361, 1106호 (관양동) ",,"['Vue.js', 'Sass(SCSS)', 'TypeScript']",https://programmers.co.kr/job_positions/18160
96,Data Scientist (데이터 사이언티스트)(병역특례 가능),AB180,"머신러닝, 인공지능(AI), 데이터 엔지니어링",상시 채용,정규직,,"서울 서초구 강남대로61길 17, (서초동, 밀라텔 쉐르빌) ",,"['SQL', 'Scikit-Learn', 'PyTorch', 'Tensorflow', 'R', 'Python']",https://programmers.co.kr/job_positions/12783
97,백엔드 개발자,데브툴즈,"서버/백엔드, 블록체인",상시 채용,정규직,4000 ~ 8000 만원,"경기 안양시 동안구 시민대로 361, 1106호 (관양동) ",,"['Node.js', 'Go', 'NoSQL', 'Rust']",https://programmers.co.kr/job_positions/18146
98,신규프로젝트_서버 프로그래머,엔픽셀,"서버/백엔드, 웹 풀스택, 게임 서버",23년 05월 31일 12:19까지,정규직,,서울시 강남구 테헤란로 231 센터필드 WEST TOWER 14층 엔픽셀,,"['Rust', 'AWS ECS', 'Kotlin', 'Spring', 'flutter', 'Apache Kafka', 'Redis', 'NoSQL', 'Dart']",https://programmers.co.kr/job_positions/18137
99,블록체인 게임 플랫폼 스마트 컨트랙트 개발자,위메이드,"서버/백엔드, 블록체인",23년 05월 31일 23:59까지,정규직,,"경기도 성남시 대왕판교로 644번길 49, 위메이드타워",,"['Solidity', 'Truffle', 'Ethereum', 'Klaytn']",https://programmers.co.kr/job_positions/16746
100, Android SDK 개발,위메이드,안드로이드,23년 05월 31일 23:59까지,정규직,,"경기도 성남시 분당구 대왕판교로644번길 49, 2층 201호 전체(삼평동, 코리아벤처타운)",,['Android'],https://programmers.co.kr/job_positions/11934
